frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
50,2026-08-02T01:33:50.059+09:00,7.688,49,6.51,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780699,0.780699,0,745,red,0,unknown,0.000000,null,0.000000,0.506,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.506,ultrasonic-not-close,KEEP_PAUSED,right,,,0
51,2026-08-02T01:33:50.201+09:00,7.829,50,6.53,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780335,0.780335,0,745,red,0,unknown,0.000000,null,0.000000,0.284,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.284,ultrasonic-not-close,KEEP_PAUSED,right,,,0
52,2026-08-02T01:33:50.360+09:00,7.990,51,6.52,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780080,0.780080,0,745,red,0,unknown,0.000000,null,0.000000,0.268,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.268,ultrasonic-not-close,KEEP_PAUSED,right,,,0
53,2026-08-02T01:33:50.469+09:00,8.098,52,6.55,0,DRIVING,,0,1,0,-0.433047,,0,0,0.779901,0.779901,0,745,red,0,unknown,0.000000,null,0.000000,0.234,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.234,ultrasonic-not-close,KEEP_PAUSED,right,,,0
54,2026-08-02T01:33:50.634+09:00,8.263,53,6.54,0,DRIVING,,0,1,0,-0.433047,,0,0,0.779776,0.779776,0,745,red,0,unknown,0.000000,null,0.000000,0.240,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.240,ultrasonic-not-close,KEEP_PAUSED,right,,,0
55,2026-08-02T01:33:50.789+09:00,8.420,54,6.54,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776032,0.776032,0,745,red,0,unknown,0.000000,null,0.000000,0.397,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.397,ultrasonic-not-close,KEEP_PAUSED,right,,,0
56,2026-08-02T01:33:50.970+09:00,8.600,55,6.52,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776519,0.776519,0,746,red,0,unknown,0.000000,null,0.000000,0.468,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.468,ultrasonic-not-close,KEEP_PAUSED,right,,,0
57,2026-08-02T01:33:51.105+09:00,8.734,56,6.53,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776860,0.776860,0,745,red,0,unknown,0.000000,null,0.000000,0.438,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.438,ultrasonic-not-close,KEEP_PAUSED,right,,,0
58,2026-08-02T01:33:51.207+09:00,8.837,57,6.57,0,DRIVING,,0,1,0,-0.432031,,0,0,0.777099,0.777099,0,745,red,0,unknown,0.000000,null,0.000000,0.384,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.384,ultrasonic-not-close,KEEP_PAUSED,right,,,0
59,2026-08-02T01:33:51.359+09:00,8.989,58,6.57,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780923,0.780923,0,745,red,0,unknown,0.000000,null,0.000000,0.220,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.220,ultrasonic-not-close,KEEP_PAUSED,right,,,0
60,2026-08-02T01:33:51.562+09:00,9.192,59,6.54,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780491,0.780491,0,745,red,0,unknown,0.000000,null,0.000000,0.320,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.320,ultrasonic-not-close,KEEP_PAUSED,right,,,0
61,2026-08-02T01:33:51.715+09:00,9.344,60,6.54,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780189,0.780189,0,744,red,0,unknown,0.000000,null,0.000000,0.473,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.473,ultrasonic-not-close,KEEP_PAUSED,right,,,0
62,2026-08-02T01:33:51.821+09:00,9.451,61,6.57,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776321,0.776321,0,745,red,0,unknown,0.000000,null,0.000000,0.424,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.424,ultrasonic-not-close,KEEP_PAUSED,right,,,0
63,2026-08-02T01:33:51.985+09:00,9.613,62,6.56,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776722,0.776722,0,744,red,0,unknown,0.000000,null,0.000000,0.234,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.234,ultrasonic-not-close,KEEP_PAUSED,right,,,0
64,2026-08-02T01:33:52.182+09:00,9.811,63,6.53,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780658,0.780658,0,745,red,0,unknown,0.000000,null,0.000000,0.430,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.430,ultrasonic-not-close,KEEP_PAUSED,right,,,0
65,2026-08-02T01:33:52.396+09:00,10.025,64,6.49,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780306,0.780306,0,744,red,0,unknown,0.000000,null,0.000000,0.537,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.537,ultrasonic-not-close,KEEP_PAUSED,right,,,0
66,2026-08-02T01:33:52.564+09:00,10.194,65,6.48,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776403,0.776403,0,744,red,0,unknown,0.000000,null,0.000000,0.547,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.547,ultrasonic-not-close,KEEP_PAUSED,right,,,0
67,2026-08-02T01:33:52.705+09:00,10.334,66,6.49,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780436,0.780436,0,744,red,0,unknown,0.000000,null,0.000000,0.486,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.486,ultrasonic-not-close,KEEP_PAUSED,right,,,0
68,2026-08-02T01:33:52.814+09:00,10.442,67,6.52,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780150,0.780150,0,744,red,0,unknown,0.000000,null,0.000000,0.213,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.213,ultrasonic-not-close,KEEP_PAUSED,right,,,0
69,2026-08-02T01:33:53.024+09:00,10.654,68,6.48,0,DRIVING,,0,1,0,-0.433047,,0,0,0.779950,0.779950,0,744,red,0,unknown,0.000000,null,0.000000,0.287,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.287,ultrasonic-not-close,KEEP_PAUSED,right,,,0
70,2026-08-02T01:33:53.198+09:00,10.826,69,6.47,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776154,0.776154,0,744,red,0,unknown,0.000000,null,0.000000,0.349,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.349,ultrasonic-not-close,KEEP_PAUSED,right,,,0
71,2026-08-02T01:33:53.464+09:00,11.092,70,6.41,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780261,0.780261,0,744,red,0,unknown,0.000000,null,0.000000,0.404,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.404,ultrasonic-not-close,KEEP_PAUSED,right,,,0
72,2026-08-02T01:33:53.669+09:00,11.299,71,6.38,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776372,0.776372,0,744,red,0,unknown,0.000000,null,0.000000,0.610,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.610,ultrasonic-not-close,KEEP_PAUSED,right,,,0
73,2026-08-02T01:33:53.813+09:00,11.442,72,6.39,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776757,0.776757,0,745,red,0,unknown,0.000000,null,0.000000,0.578,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.578,ultrasonic-not-close,KEEP_PAUSED,right,,,0
74,2026-08-02T01:33:53.924+09:00,11.553,73,6.41,0,DRIVING,,0,1,0,-0.432031,,0,0,0.777027,0.777027,0,744,red,0,unknown,0.000000,null,0.000000,0.424,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.424,ultrasonic-not-close,KEEP_PAUSED,right,,,0
75,2026-08-02T01:33:54.113+09:00,11.743,74,6.39,0,DRIVING,,0,1,0,-0.432031,,0,0,0.777216,0.777216,0,744,red,0,unknown,0.000000,null,0.000000,0.410,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.410,ultrasonic-not-close,KEEP_PAUSED,right,,,0
76,2026-08-02T01:33:54.242+09:00,11.871,75,6.41,0,DRIVING,,0,1,0,-0.433047,,0,0,0.781004,0.781004,0,744,red,0,unknown,0.000000,null,0.000000,0.282,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.282,ultrasonic-not-close,KEEP_PAUSED,right,,,0
77,2026-08-02T01:33:54.398+09:00,12.028,76,6.41,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776892,0.776892,0,744,red,0,unknown,0.000000,null,0.000000,0.440,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.440,ultrasonic-not-close,KEEP_PAUSED,right,,,0
78,2026-08-02T01:33:54.573+09:00,12.202,77,6.40,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780777,0.780777,0,745,red,0,unknown,0.000000,null,0.000000,0.425,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.425,ultrasonic-not-close,KEEP_PAUSED,right,,,0
79,2026-08-02T01:33:54.764+09:00,12.393,78,6.38,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780390,0.780390,0,744,red,0,unknown,0.000000,null,0.000000,0.489,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.489,ultrasonic-not-close,KEEP_PAUSED,right,,,0
80,2026-08-02T01:33:54.955+09:00,12.585,79,6.36,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780118,0.780118,0,744,red,0,unknown,0.000000,null,0.000000,0.522,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.522,ultrasonic-not-close,KEEP_PAUSED,right,,,0
81,2026-08-02T01:33:55.060+09:00,12.689,80,6.39,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776272,0.776272,0,744,red,0,unknown,0.000000,null,0.000000,0.452,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.452,ultrasonic-not-close,KEEP_PAUSED,right,,,0
82,2026-08-02T01:33:55.228+09:00,12.858,81,6.38,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780343,0.780343,0,744,red,0,unknown,0.000000,null,0.000000,0.430,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.430,ultrasonic-not-close,KEEP_PAUSED,right,,,0
83,2026-08-02T01:33:55.349+09:00,12.978,82,6.40,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780086,0.780086,0,744,red,0,unknown,0.000000,null,0.000000,0.253,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.253,ultrasonic-not-close,KEEP_PAUSED,right,,,0
84,2026-08-02T01:33:55.505+09:00,13.134,83,6.40,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776249,0.776249,0,744,red,0,unknown,0.000000,null,0.000000,0.410,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.410,ultrasonic-not-close,KEEP_PAUSED,right,,,0
85,2026-08-02T01:33:55.721+09:00,13.350,84,6.37,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780327,0.780327,0,745,red,0,unknown,0.000000,null,0.000000,0.456,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.456,ultrasonic-not-close,KEEP_PAUSED,right,,,0
86,2026-08-02T01:33:55.901+09:00,13.530,85,6.36,0,DRIVING,,0,1,0,-0.431758,,0,0,0.775434,0.775434,0,745,red,0,unknown,0.000000,null,0.000000,0.519,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.519,ultrasonic-not-close,KEEP_PAUSED,right,,,0
87,2026-08-02T01:33:56.033+09:00,13.663,86,6.37,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776937,0.776937,0,745,red,0,unknown,0.000000,null,0.000000,0.494,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.494,ultrasonic-not-close,KEEP_PAUSED,right,,,0
88,2026-08-02T01:33:56.136+09:00,13.765,87,6.40,0,DRIVING,,0,1,0,-0.432031,,0,0,0.777153,0.777153,0,744,red,0,unknown,0.000000,null,0.000000,0.379,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.379,ultrasonic-not-close,KEEP_PAUSED,right,,,0
89,2026-08-02T01:33:56.387+09:00,14.015,88,6.36,0,DRIVING,,0,1,0,-0.431758,,0,0,0.776320,0.776320,0,744,red,0,unknown,0.000000,null,0.000000,0.318,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.318,ultrasonic-not-close,KEEP_PAUSED,right,,,0
90,2026-08-02T01:33:56.496+09:00,14.126,89,6.38,0,DRIVING,,0,1,0,-0.431758,,0,0,0.776573,0.776573,0,744,red,0,unknown,0.000000,null,0.000000,0.321,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.321,ultrasonic-not-close,KEEP_PAUSED,right,,,0
91,2026-08-02T01:33:56.699+09:00,14.329,90,6.36,0,DRIVING,,0,1,0,-0.431758,,0,0,0.776750,0.776750,0,745,red,0,unknown,0.000000,null,0.000000,0.277,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.277,ultrasonic-not-close,KEEP_PAUSED,right,,,0
92,2026-08-02T01:33:56.879+09:00,14.508,91,6.35,0,DRIVING,,0,1,0,-0.432773,,0,0,0.780531,0.780531,0,745,red,0,unknown,0.000000,null,0.000000,0.456,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.456,ultrasonic-not-close,KEEP_PAUSED,right,,,0
93,2026-08-02T01:33:57.082+09:00,14.711,92,6.33,0,DRIVING,,0,1,0,-0.431758,,0,0,0.776413,0.776413,0,744,red,0,unknown,0.000000,null,0.000000,0.548,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.548,ultrasonic-not-close,KEEP_PAUSED,right,,,0
94,2026-08-02T01:33:57.263+09:00,14.894,93,6.32,0,DRIVING,,0,1,0,-0.431758,,0,0,0.776638,0.776638,0,744,red,0,unknown,0.000000,null,0.000000,0.527,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.527,ultrasonic-not-close,KEEP_PAUSED,right,,,0
95,2026-08-02T01:33:57.415+09:00,15.045,94,6.32,0,DRIVING,,0,1,0,-0.431484,,0,0,0.775812,0.775812,0,744,red,0,unknown,0.000000,null,0.000000,0.500,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.500,ultrasonic-not-close,KEEP_PAUSED,right,,,0
96,2026-08-02T01:33:57.520+09:00,15.150,95,6.34,0,DRIVING,,0,1,0,-0.428945,,0,0,0.766929,0.766929,0,744,red,0,unknown,0.000000,null,0.000000,0.403,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.403,ultrasonic-not-close,KEEP_PAUSED,right,,,0
97,2026-08-02T01:33:57.700+09:00,15.330,96,6.33,0,DRIVING,,0,1,0,-0.430039,,0,0,0.772418,0.772418,0,744,red,0,unknown,0.000000,null,0.000000,0.248,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.248,ultrasonic-not-close,KEEP_PAUSED,right,,,0
98,2026-08-02T01:33:57.866+09:00,15.497,97,6.33,0,DRIVING,,0,1,0,-0.430000,,0,0,0.772773,0.772773,0,745,red,0,unknown,0.000000,null,0.000000,0.417,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.417,ultrasonic-not-close,KEEP_PAUSED,right,,,0
